id,IDAbility,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
159,158,,2101656,ma,malians,malian,ability-man-the-sails-1,Man The Sails,ability,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",ability-man-the-sails,Man The Sails,naval_man_the_sails,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
160,159,,2062645,ma,malians,malian,ability-military-festival-4,Military Festival,ability,Increase all unit production speed by +100% for 90 seconds.,ability-military-festival,Military Festival,festival_military_mal,Increase all unit production speed by +100% for 90 seconds.,4,,0.0,300.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
161,160,,2149990,ma,malians,malian,ability-ring-the-town-bell-1,Ring the Town Bell,ability,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,ability-ring-the-town-bell,Ring the Town Bell,town_center_town_bell,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
162,161,,2062641,ma,malians,malian,ability-siege-festival-4,Siege Festival,ability,"Increase damage of Battering Rams, Bombards, Counterweight Trebuchets, and torches by +50% for 90 seconds.
Applies to Springald Ships once Mounted Guns has been researched.",ability-siege-festival,Siege Festival,festival_siege_mal,"Increase damage of Battering Rams, Bombards, Counterweight Trebuchets, and torches by +50% for 90 seconds.
Applies to Springald Ships once Mounted Guns has been researched.",4,,0.0,300.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
163,162,,168622,mo,mongols,mongol,ability-attack-speed-arrow-2,Attack Speed Arrow,ability,Fires a Signal Arrow that increases the attack speed of nearby ranged units (including the Khan) by +50% for 5 seconds.,ability-attack-speed-arrow,Attack Speed Arrow,khan_attack_speed_signal_arrow_mon,Fires a Signal Arrow that increases the attack speed of nearby ranged units (including the Khan) by +50% for 5 seconds.,2,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
164,163,,2131332,mo,mongols,mongol,ability-battle-veteran-2,Keshik Healing,ability,Heals after every attack performed.,ability-battle-veteran,Keshik Healing,lancer_healing_mon,Heals after every attack performed.,2,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
165,164,,192685,mo,mongols,mongol,ability-conversion-1,Conversion,ability,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",ability-conversion,Conversion,monk_conversion,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
166,165,,168628,mo,mongols,mongol,ability-defense-arrow-3,Defense Arrow,ability,Fires a Signal Arrow that increases the armor of nearby units (including the Khan) by +2 for 5 seconds.,ability-defense-arrow,Defense Arrow,khan_defensive_signal_arrow_mon,Fires a Signal Arrow that increases the armor of nearby units (including the Khan) by +2 for 5 seconds.,3,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
167,166,,2013822,mo,mongols,mongol,ability-detonate-1,Detonate,ability,Detonate the ship.,ability-detonate,Detonate,fireship_self_detonate,Detonate the ship.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
168,167,,2075585,mo,mongols,mongol,ability-kurultai-aura-3,Kurultai Aura,ability,Nearby units within its aura heal +1 health every 1 second and gain an additional +20% damage.,ability-kurultai-aura,Kurultai Aura,kurultai_healing_aura_mon,Nearby units within its aura heal +1 health every 1 second and gain an additional +20% damage.,3,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
169,168,,2101656,mo,mongols,mongol,ability-man-the-sails-1,Man The Sails,ability,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",ability-man-the-sails,Man The Sails,naval_man_the_sails,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
170,169,,168567,mo,mongols,mongol,ability-maneuver-arrow-1,Maneuver Arrow,ability,Fire a Signal Arrow that increases the movement speed of nearby units (including the Khan) by +33% for 5 seconds. Does not affect Villagers.,ability-maneuver-arrow,Maneuver Arrow,khan_maneuver_signal_arrow_mon,Fire a Signal Arrow that increases the movement speed of nearby units (including the Khan) by +33% for 5 seconds. Does not affect Villagers.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
171,170,,1457772,mo,mongols,mongol,ability-ovoo-influence-1,Ovoo Influence,ability,Buildings within influence have access to double production and improved technology. Pastures within influence produce Sheep at a faster rate.,ability-ovoo-influence,Ovoo Influence,ovoo_influence_mon,Buildings within influence have access to double production and improved technology. Pastures within influence produce Sheep at a faster rate.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
172,171,,2149990,mo,mongols,mongol,ability-ring-the-town-bell-1,Ring the Town Bell,ability,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,ability-ring-the-town-bell,Ring the Town Bell,town_center_town_bell,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
173,172,,186431,mo,mongols,mongol,ability-silk-road-1,Silk Road,ability,"The types of resources you earn from each Trader is improved based on your total number of active Traders.
5+ Traders: +10% Food
10+ Traders: +10% Food, +10% Wood",ability-silk-road,Silk Road,market_silk_road_passive_ui_mon,"The types of resources you earn from each Trader is improved based on your total number of active Traders.
5+ Traders: +10% Food
10+ Traders: +10% Food, +10% Wood",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
174,173,,131400,mo,mongols,mongol,ability-yam-1,Yam,ability,Cavalry and Traders near an Outpost get +15% speed for 10 seconds.,ability-yam,Yam,ortoo_outpost_speed_aura_mon,Cavalry and Traders near an Outpost get +15% speed for 10 seconds.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
175,174,,190079,mo,mongols,mongol,ability-yam-network-improved-2,Yam Network (Improved),ability,Yam speed aura applies to all units instead of just Traders and cavalry units. Does not apply to siege engines.,ability-yam-network-improved,Yam Network (Improved),outpost_speed_improved_mon,Yam speed aura applies to all units instead of just Traders and cavalry units. Does not apply to siege engines.,2,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
176,175,,192685,od,orderofthedragon,hre_ha_01,ability-conversion-1,Conversion,ability,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",ability-conversion,Conversion,monk_conversion,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
177,176,,2013822,od,orderofthedragon,hre_ha_01,ability-detonate-1,Detonate,ability,Detonate the ship.,ability-detonate,Detonate,fireship_self_detonate,Detonate the ship.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
178,177,,2031580,od,orderofthedragon,hre_ha_01,ability-emergency-repairs-1,Emergency Repairs,ability,Building repairs itself by 150 health every 1 second for 20 seconds.,ability-emergency-repairs,Emergency Repairs,influence_auto_repair_hre,Building repairs itself by 150 health every 1 second for 20 seconds.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
179,178,,2101656,od,orderofthedragon,hre_ha_01,ability-man-the-sails-1,Man The Sails,ability,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",ability-man-the-sails,Man The Sails,naval_man_the_sails,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
180,179,,2034812,od,orderofthedragon,hre_ha_01,ability-relic-garrisoned-dock-3,Relic Garrisoned in Docks,ability,Increasing attack speed of military ships by +5%.,ability-relic-garrisoned-dock,Relic Garrisoned in Docks,relic_dock_bonus_hre,Increasing attack speed of military ships by +5%.,3,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
181,180,,195371,od,orderofthedragon,hre_ha_01,ability-relic-garrisoned-keep-3,Relic Garrisoned in Defensive Structures,ability,"• Armor increased by +25%
• Damage increased by +25%
• Sight range increased by +20%
• Weapon range increased by +20%",ability-relic-garrisoned-keep,Relic Garrisoned in Defensive Structures,relic_tower_keep_bonus_hre,"• Armor increased by +25%
• Damage increased by +25%
• Sight range increased by +20%
• Weapon range increased by +20%",3,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
182,181,,2149990,od,orderofthedragon,hre_ha_01,ability-ring-the-town-bell-1,Ring the Town Bell,ability,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,ability-ring-the-town-bell,Ring the Town Bell,town_center_town_bell,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
183,182,,2074302,ot,ottomans,ottoman,ability-attack-drums-1,Attack Drums,ability,Mehter drums that increase the attack speed of nearby units by +15%.,ability-attack-drums,Attack Drums,mehter_attack_buff_ott,Mehter drums that increase the attack speed of nearby units by +15%.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
184,183,,2082042,ot,ottomans,ottoman,ability-blacksmith-and-university-influence-2,Blacksmith and University Influence,ability,Military unit production rate increased +20%/+30%/+40% by Age while within the influence of a Blacksmith or University. The Istanbul Observatory increases the bonus to +100%.,ability-blacksmith-and-university-influence,Blacksmith and University Influence,university_blacksmith_influence_ott,Military unit production rate increased +20%/+30%/+40% by Age while within the influence of a Blacksmith or University. The Istanbul Observatory increases the bonus to +100%.,2,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
185,184,,192685,ot,ottomans,ottoman,ability-conversion-1,Conversion,ability,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",ability-conversion,Conversion,monk_conversion,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
186,185,,2013822,ot,ottomans,ottoman,ability-detonate-1,Detonate,ability,Detonate the ship.,ability-detonate,Detonate,fireship_self_detonate,Detonate the ship.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
187,186,,2089398,ot,ottomans,ottoman,ability-fortitude-2,Fortitude,ability,Gain +50% attack speed and receive +50% damage from melee weapons for 10 seconds.,ability-fortitude,Fortitude,sipahi_stamina_ott,Gain +50% attack speed and receive +50% damage from melee weapons for 10 seconds.,2,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
188,187,,2101656,ot,ottomans,ottoman,ability-man-the-sails-1,Man The Sails,ability,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",ability-man-the-sails,Man The Sails,naval_man_the_sails,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
189,188,,2063074,ot,ottomans,ottoman,ability-mehter-speed-bonus-1,Mehter Speed Bonus,ability,Units move +15% faster when in formation.,ability-mehter-speed-bonus,Mehter Speed Bonus,mehter_default_formation_ott,Units move +15% faster when in formation.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
190,189,,2074304,ot,ottomans,ottoman,ability-melee-defense-drums-1,Melee Defense Drums,ability,Mehter drums that increase the melee armor of nearby units by +2.,ability-melee-defense-drums,Melee Defense Drums,mehter_melee_armor_buff_ott,Mehter drums that increase the melee armor of nearby units by +2.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
191,190,,2074303,ot,ottomans,ottoman,ability-ranged-defense-drums-1,Ranged Defense Drums,ability,Mehter drums that increase the ranged armor of nearby units by +1.,ability-ranged-defense-drums,Ranged Defense Drums,mehter_ranged_armor_buff_ott,Mehter drums that increase the ranged armor of nearby units by +1.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
192,191,,2149990,ot,ottomans,ottoman,ability-ring-the-town-bell-1,Ring the Town Bell,ability,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,ability-ring-the-town-bell,Ring the Town Bell,town_center_town_bell,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
193,192,,2062057,ot,ottomans,ottoman,ability-trade-protection-4,Trade Protection,ability,Traders and Trade Ships near Keeps receive +30% move speed and +8 armor for 20 seconds.,ability-trade-protection,Trade Protection,keep_trader_speed_boost_aura_ott,Traders and Trade Ships near Keeps receive +30% move speed and +8 armor for 20 seconds.,4,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
194,193,,192685,ru,rus,rus,ability-conversion-1,Conversion,ability,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",ability-conversion,Conversion,monk_conversion,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
195,194,,2013822,ru,rus,rus,ability-detonate-1,Detonate,ability,Detonate the ship.,ability-detonate,Detonate,fireship_self_detonate,Detonate the ship.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
196,195,,2134249,ru,rus,rus,ability-gallop-4,Gallop,ability,Activate to move at maximum speed with +2 tile weapon range for 8 seconds.,ability-gallop,Gallop,horse_archer_mounted_training_gallop_rus,Activate to move at maximum speed with +2 tile weapon range for 8 seconds.,4,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
197,196,,207496,ru,rus,rus,ability-high-armory-production-bonus-4,High Armory Production Bonus,ability,The cost of siege engines in nearby Siege Workshops is decreased by 20%.,ability-high-armory-production-bonus,High Armory Production Bonus,high_armory_production_aura_rus,The cost of siege engines in nearby Siege Workshops is decreased by 20%.,4,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
198,197,,2101656,ru,rus,rus,ability-man-the-sails-1,Man The Sails,ability,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",ability-man-the-sails,Man The Sails,naval_man_the_sails,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
199,198,,2149990,ru,rus,rus,ability-ring-the-town-bell-1,Ring the Town Bell,ability,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,ability-ring-the-town-bell,Ring the Town Bell,town_center_town_bell,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
200,199,,181465,ru,rus,rus,ability-saints-blessing-3,Saint's Blessing,ability,"After striking an enemy, the Warrior Monk increases the armor and damage of nearby allied Rus military units for a duration.",ability-saints-blessing,Saint's Blessing,saints_blessing_rus,"After striking an enemy, the Warrior Monk increases the armor and damage of nearby allied Rus military units for a duration.",3,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
201,200,,182235,ru,rus,rus,ability-static-deployment-4,Static Deployment,ability,Streltsy gain +30% attack speed after remaining stationary for 10 seconds.,ability-static-deployment,Static Deployment,streltsy_static_deployment_ability_rus,Streltsy gain +30% attack speed after remaining stationary for 10 seconds.,4,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
202,201,,2127510,zx,zhuxi,chinese_ha_01,ability-ascetic-recovery-1,Ascetic Recovery,ability,The Shaolin Monk regains health when out of combat.,ability-ascetic-recovery,Ascetic Recovery,shaolin_monk_passive_heal_self,The Shaolin Monk regains health when out of combat.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
203,202,,2127511,zx,zhuxi,chinese_ha_01,ability-body-of-iron-1,Body of Iron,ability,The Shaolin Monk hardens his body and reduces incoming ranged damage by 50% for 15 seconds.,ability-body-of-iron,Body of Iron,shaolin_monk_ranged_damage_reduction,The Shaolin Monk hardens his body and reduces incoming ranged damage by 50% for 15 seconds.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
204,203,,2127403,zx,zhuxi,chinese_ha_01,ability-bounty-of-solitude-1,Bounty of Solitude,ability,Generates resources depending on the type of resources nearby. Enemy units within 8 tiles reduce the rate at which resources are generated.,ability-bounty-of-solitude,Bounty of Solitude,meditation_gardens_resource_generation,Generates resources depending on the type of resources nearby. Enemy units within 8 tiles reduce the rate at which resources are generated.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
205,204,,192685,zx,zhuxi,chinese_ha_01,ability-conversion-1,Conversion,ability,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",ability-conversion,Conversion,monk_conversion,"Attempts to convert enemy units within range of this Monk to your control.
Cooldown: 120 Seconds.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
206,205,,2013822,zx,zhuxi,chinese_ha_01,ability-detonate-1,Detonate,ability,Detonate the ship.,ability-detonate,Detonate,fireship_self_detonate,Detonate the ship.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
207,206,,2145464,zx,zhuxi,chinese_ha_01,ability-divine-charge-1,Divine Charge,ability,Cavalry units deal +20% damage.,ability-divine-charge,Divine Charge,toggle_temple_of_the_sun_damage_chi_ha_01,Cavalry units deal +20% damage.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
208,207,,2145449,zx,zhuxi,chinese_ha_01,ability-divine-defense-1,Divine Defense,ability,Gunpowder units and defensive structures gain +1 range.,ability-divine-defense,Divine Defense,toggle_temple_of_the_sun_range_chi_ha_01,Gunpowder units and defensive structures gain +1 range.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
209,208,,2145444,zx,zhuxi,chinese_ha_01,ability-divine-haste-1,Divine Haste,ability,Infantry units move 15% faster.,ability-divine-haste,Divine Haste,toggle_temple_of_the_sun_speed_chi_ha_01,Infantry units move 15% faster.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
210,209,,2145465,zx,zhuxi,chinese_ha_01,ability-divine-vitality-1,Divine Vitality,ability,Units out of combat heal 2 health per second.,ability-divine-vitality,Divine Vitality,toggle_temple_of_the_sun_regen_chi_ha_01,Units out of combat heal 2 health per second.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
211,210,,2101656,zx,zhuxi,chinese_ha_01,ability-man-the-sails-1,Man The Sails,ability,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",ability-man-the-sails,Man The Sails,naval_man_the_sails,"Activate to move 40% faster for 10 seconds, deactivates early when dealing damage.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
212,211,,2149990,zx,zhuxi,chinese_ha_01,ability-ring-the-town-bell-1,Ring the Town Bell,ability,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,ability-ring-the-town-bell,Ring the Town Bell,town_center_town_bell,Alerts and orders all nearby Villagers to automatically seek shelter in the nearest garrisonable building.,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
213,212,,182138,zx,zhuxi,chinese_ha_01,ability-supervise-1,Supervise,ability,"Supervise a research, production, or drop-off building with an Imperial Official to make it work 150% faster. Resource drop-off buildings receive 20% more resources. Cannot be used on Landmarks, Town Centers, or Docks.",ability-supervise,Supervise,official_supervise_building_target_chi,"Supervise a research, production, or drop-off building with an Imperial Official to make it work 150% faster. Resource drop-off buildings receive 20% more resources. Cannot be used on Landmarks, Town Centers, or Docks.",1,,0.0,0.0,0.0,0.0,,0.0,0.0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
